Order_Date,Product,Region,Salesperson,Quantity,Price_per_Unit,Sales,Target
2025-05-18,Mouse,East,Neha,3,24339,73017,163823
2025-04-03,Printer,East,Sneha,10,5008,50080,149099
2025-01-06,Monitor,North,Priya,10,47442,474420,107262
2025-06-15,Printer,West,Sneha,8,3476,27808,133790
2025-03-22,Headphones,South,Rohit,3,44740,134220,122349
2025-06-03,Laptop,North,Amit,3,29743,89229,169884
2025-04-24,Mouse,South,Sneha,8,3080,24640,103803
2025-04-28,Keyboard,West,Priya,10,47496,474960,109576
2025-03-26,Printer,South,Priya,5,34923,174615,41942
2025-03-28,Headphones,West,Priya,8,26350,210800,159834
2025-01-22,Laptop,South,Karan,9,49337,444033,64249
2025-06-17,Headphones,North,Sneha,3,31669,95007,99939
2025-04-22,Headphones,South,Vikram,5,26290,131450,80875
2025-05-09,Laptop,North,Sneha,5,36388,181940,76785
2025-01-30,Tablet,South,Rohit,5,47349,236745,69332
2025-01-22,Laptop,West,Neha,10,38802,388020,113095
2025-06-05,Laptop,East,Arjun,8,46173,369384,84016
2025-02-06,Printer,North,Rohit,8,32755,262040,141934
2025-02-09,Printer,North,Amit,2,22076,44152,157960
2025-05-26,Printer,West,Arjun,2,27373,54746,12605
2025-05-22,Headphones,South,Neha,4,42452,169808,165566
2025-04-13,Printer,West,Priya,5,13492,67460,172999
2025-05-02,Keyboard,North,Arjun,9,4381,39429,158294
2025-01-07,Headphones,North,Vikram,6,30874,185244,179427
2025-05-11,Laptop,East,Rohit,10,17628,176280,156793
2025-01-03,Tablet,South,Sneha,5,7447,37235,10555
2025-05-12,Mouse,North,Arjun,5,9156,45780,6446
2025-01-17,Laptop,North,Karan,1,4554,4554,146408
2025-03-22,Mouse,East,Arjun,5,42240,211200,131525
2025-03-01,Tablet,South,Sneha,6,2384,14304,184715
2025-03-22,Laptop,South,Arjun,8,39351,314808,154611
2025-02-23,Headphones,East,Rohit,1,41536,41536,27661
2025-01-27,Laptop,North,Arjun,1,42199,42199,178360
2025-03-07,Laptop,North,Neha,3,19769,59307,181512
2025-06-01,Laptop,North,Sneha,5,32101,160505,130188
2025-04-27,Keyboard,West,Amit,6,31746,190476,178037
2025-06-14,Laptop,West,Karan,4,42407,169628,98484
2025-01-26,Laptop,West,Karan,7,26165,183155,110690
2025-02-04,Mouse,North,Neha,4,7417,29668,79522
2025-03-18,Laptop,North,Neha,8,12875,103000,20342
2025-01-27,Headphones,North,Rohit,5,16053,80265,59523
2025-02-08,Keyboard,West,Vikram,1,14789,14789,136077
2025-03-19,Tablet,East,Priya,8,21063,168504,80274
2025-01-27,Mouse,South,Sneha,8,14014,112112,10794
2025-03-03,Headphones,West,Sneha,6,40652,243912,46050
2025-04-27,Laptop,North,Amit,4,46794,187176,155702
2025-05-06,Monitor,South,Karan,6,33110,198660,107812
2025-06-24,Tablet,East,Arjun,10,45063,450630,136413
2025-06-13,Monitor,East,Karan,3,29499,88497,71807
2025-04-11,Printer,East,Arjun,5,26165,130825,21862
2025-01-09,Printer,North,Karan,1,27913,27913,112060
2025-05-07,Monitor,North,Karan,8,20513,164104,119925
2025-06-06,Laptop,West,Vikram,5,27334,136670,190350
2025-06-08,Monitor,North,Priya,4,17914,71656,101965
2025-04-11,Laptop,West,Sneha,2,28570,57140,110774
2025-06-04,Monitor,West,Priya,2,29143,58286,141856
2025-05-03,Headphones,South,Rohit,1,37146,37146,98980
2025-03-08,Headphones,South,Rohit,10,4610,46100,94652
2025-06-18,Laptop,West,Rohit,7,46012,322084,183179
2025-02-08,Monitor,West,Karan,10,35729,357290,150352
2025-01-19,Printer,South,Sneha,1,38304,38304,22289
2025-04-15,Printer,West,Neha,5,25104,125520,118861
2025-03-19,Laptop,North,Karan,5,33626,168130,173182
2025-02-15,Printer,North,Vikram,10,41928,419280,26582
2025-04-13,Headphones,North,Karan,5,33379,166895,157966
2025-01-07,Printer,North,Amit,1,25359,25359,64898
2025-05-10,Laptop,West,Rohit,5,29431,147155,48392
2025-02-19,Laptop,North,Amit,4,39847,159388,62543
2025-06-17,Mouse,South,Amit,10,47108,471080,70765
2025-02-20,Printer,East,Arjun,10,7510,75100,4236
2025-02-25,Laptop,North,Arjun,3,17364,52092,156555
2025-03-27,Monitor,North,Arjun,8,15535,124280,171568
2025-03-22,Mouse,South,Karan,3,33608,100824,3898
2025-01-08,Tablet,North,Karan,8,24977,199816,143497
2025-03-02,Laptop,West,Sneha,2,18896,37792,138964
2025-05-23,Mouse,North,Sneha,4,36938,147752,13347
2025-04-09,Monitor,South,Priya,2,28809,57618,148234
2025-04-18,Tablet,North,Amit,7,1414,9898,97936
2025-04-02,Tablet,East,Amit,8,48223,385784,196365
2025-01-25,Keyboard,North,Amit,5,40072,200360,100003
2025-05-07,Tablet,East,Priya,6,3398,20388,199161
2025-04-13,Laptop,West,Rohit,5,7462,37310,113529
2025-03-06,Laptop,South,Karan,6,31982,191892,167739
2025-05-31,Keyboard,South,Priya,7,49762,348334,141839
2025-01-26,Laptop,South,Priya,3,10131,30393,179104
2025-05-06,Tablet,East,Amit,4,13317,53268,178943
2025-03-25,Tablet,North,Vikram,6,35689,214134,51339
2025-03-03,Headphones,South,Priya,5,12205,61025,169360
2025-03-01,Tablet,North,Amit,3,44288,132864,12874
2025-06-14,Tablet,West,Rohit,3,4046,12138,100724
2025-04-02,Monitor,South,Priya,8,28681,229448,3614
2025-02-06,Laptop,South,Neha,8,26554,212432,51030
2025-03-20,Printer,West,Neha,2,40679,81358,86624
2025-04-22,Monitor,South,Neha,8,32099,256792,101351
2025-03-18,Monitor,North,Sneha,7,26035,182245,39943
2025-05-18,Keyboard,South,Arjun,1,19791,19791,25227
2025-04-20,Tablet,East,Amit,1,10700,10700,42761
2025-06-15,Tablet,West,Amit,7,46519,325633,118470
2025-06-30,Keyboard,North,Sneha,6,48409,290454,92757
2025-04-07,Monitor,West,Karan,1,46716,46716,86692
2025-05-04,Printer,East,Amit,7,36202,253414,88956
2025-01-27,Laptop,South,Priya,3,10936,32808,104769
2025-05-16,Laptop,East,Sneha,1,32543,32543,199311
2025-01-31,Headphones,South,Neha,9,16785,151065,106444
2025-01-24,Laptop,West,Karan,10,13494,134940,33892
2025-05-26,Monitor,East,Karan,10,39804,398040,156012
